artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,duration_min
Whitesnake,Whitesnake's Greatest Hits,Is This Love,57.0,284400.0,False,0.493,0.747,0.0,-8.521,1.0,0.0298,0.0711,0.0,0.138,0.536,90.239,4.0,british,4.74
Brooke Bentham,The Room Swayed,I Need Your Body,50.0,250032.0,False,0.465,0.451,9.0,-7.254,0.0,0.0272,0.103,0.00677,0.0891,0.0905,79.886,4.0,british,4.1672
YUNGBLUD,Fast & Furious Presents: Hobbs & Shaw (Original Motion Picture Soundtrack),Time In A Bottle,45.0,275826.0,False,0.313,0.571,2.0,-5.607,1.0,0.0352,0.0306,0.0,0.567,0.163,137.109,3.0,british,4.5971
Ilan Eshkeri,Ghost of Tsushima (Music from the Video Game),Jin Sakai,44.0,171840.0,False,0.428,0.442,7.0,-14.255,0.0,0.0421,0.398,0.856,0.112,0.135,83.995,4.0,british,2.864
David Arnold,Casino Royale [International Version],Vesper,50.0,104146.0,False,0.235,0.0546,9.0,-23.644,0.0,0.0391,0.886,0.913,0.0711,0.071,63.678,5.0,british,1.7357666666666667
Daniel Pemberton,King Arthur: Legend of the Sword (Original Motion Picture Soundtrack),The Born King,46.0,150533.0,False,0.356,0.199,2.0,-14.521,0.0,0.0332,0.0563,0.822,0.255,0.0686,109.844,4.0,british,2.5088833333333334
Tom Rosenthal,B-Sides,It's Ok - Acoustic,58.0,191351.0,False,0.616,0.0663,8.0,-12.73,0.0,0.0387,0.985,0.00408,0.101,0.18,148.041,4.0,british,3.1891833333333333
Ewan J Phillips;Marley Chapman,Born Survivor,I Wish I Was the Moon,49.0,218231.0,False,0.396,0.315,1.0,-11.801,0.0,0.0346,0.879,0.0603,0.0953,0.081,99.432,3.0,british,3.637183333333333
Natalie Holt,Loki: Vol. 1 (Episodes 1-3) [Original Soundtrack],TVA First View,44.0,66826.0,False,0.0807,0.336,0.0,-13.138,1.0,0.0385,0.7,0.989,0.134,0.0374,83.073,3.0,british,1.1137666666666666
Jessie Ware,Tough Love,Say You Love Me,57.0,257483.0,False,0.387,0.413,7.0,-8.95,1.0,0.0559,0.162,1.56e-05,0.262,0.249,173.73,3.0,british,4.291383333333333
Adele,19,Melt My Heart To Stone,52.0,203906.0,False,0.353,0.388,11.0,-7.091,0.0,0.0366,0.346,0.0,0.215,0.19,80.67,4.0,british,3.398433333333333
Lyla Foy,Mirrors the Sky,Impossible,43.0,235071.0,False,0.717,0.462,0.0,-9.802,1.0,0.033,0.567,0.29,0.11,0.357,118.286,4.0,british,3.91785
Adele,19,Daydreamer,51.0,220506.0,False,0.807,0.105,9.0,-13.188,1.0,0.0412,0.964,0.0,0.103,0.372,109.014,4.0,british,3.6751
Patrick Doyle,Cinderella (Original Motion Picture Soundtrack),La Valse de L'Amour,52.0,154560.0,False,0.196,0.14,5.0,-19.384,1.0,0.0353,0.892,0.941,0.104,0.132,58.637,4.0,british,2.576
YUNGBLUD,21st Century Liability,Kill Somebody,55.0,187880.0,True,0.722,0.781,1.0,-5.772,0.0,0.219,0.103,0.0,0.0849,0.494,148.066,4.0,british,3.1313333333333335
The Moody Blues,Octave,Had To Fall In Love,57.0,220040.0,False,0.493,0.306,0.0,-17.392,1.0,0.029,0.678,0.243,0.14,0.346,71.985,4.0,british,3.667333333333333
Harry Gregson-Williams,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe (Original Motion Picture Soundtrack)",Evacuating London,48.0,218560.0,False,0.161,0.232,4.0,-17.383,0.0,0.0398,0.811,0.709,0.12,0.0355,151.813,4.0,british,3.6426666666666665
Peppa Pig,My First Album,The Class Of Madame Gazelle,47.0,144417.0,False,0.873,0.592,2.0,-5.788,1.0,0.0431,0.365,0.0,0.721,0.265,113.947,4.0,british,2.40695
YUNGBLUD,YUNGBLUD,Cruel Kids,57.0,172080.0,True,0.563,0.733,7.0,-5.897,1.0,0.0363,0.218,0.0,0.586,0.379,133.067,4.0,british,2.868
Peppa Pig,Roller Disco,Roller Disco,47.0,196754.0,False,0.861,0.752,9.0,-6.829,0.0,0.143,0.0872,0.0,0.0537,0.811,124.026,4.0,british,3.2792333333333334
Henry Jackman,Captain America: The Winter Soldier (Original Motion Picture Soundtrack),Captain America,40.0,581853.0,False,0.452,0.267,5.0,-20.359,0.0,0.0339,0.684,0.875,0.0761,0.13,152.567,5.0,british,9.69755
DON BROCO,Fingernails,Fingernails,58.0,245243.0,False,0.613,0.946,1.0,-4.522,0.0,0.113,0.00391,0.0338,0.11,0.374,141.994,4.0,british,4.087383333333333
The Animals,The Singles Plus,Don't Let Me Be Misunderstood,57.0,145693.0,False,0.546,0.568,11.0,-9.604,0.0,0.0285,0.146,0.0,0.77,0.488,112.584,4.0,british,2.4282166666666667
YUNGBLUD,weird!,love song,52.0,240206.0,False,0.292,0.522,9.0,-5.526,1.0,0.0364,0.206,0.0,0.116,0.388,177.323,3.0,british,4.003433333333334
Tom Rosenthal,Call You in the Morning,Call You in the Morning,56.0,132309.0,False,0.731,0.313,7.0,-9.723,1.0,0.0389,0.952,0.00659,0.109,0.308,138.092,4.0,british,2.20515
Craig Armstrong,Love Actually (Original Motion Picture Score),Glasgow Love Theme,52.0,125186.0,False,0.312,0.122,9.0,-15.618,1.0,0.0313,0.985,0.927,0.0765,0.0397,78.664,4.0,british,2.0864333333333334
The Beatles,1 (Remastered),We Can Work It Out - Remastered 2015,61.0,135693.0,False,0.378,0.677,2.0,-8.63,1.0,0.0298,0.0635,0.0,0.183,0.648,106.071,4.0,british,2.26155
Jessie Ware,Free Yourself,Free Yourself,65.0,234493.0,False,0.688,0.91,0.0,-4.496,0.0,0.0456,0.00286,1.07e-05,0.129,0.77,119.024,4.0,british,3.9082166666666667
YUNGBLUD,Don't Feel Like Feeling Sad Today,Don't Feel Like Feeling Sad Today,57.0,116483.0,False,0.53,0.904,0.0,-3.955,1.0,0.0423,0.00112,0.0,0.0822,0.654,94.969,3.0,british,1.9413833333333332
The Servant,Collection,Cells,30.0,287960.0,False,0.543,0.781,9.0,-6.133,0.0,0.0476,0.000782,0.000116,0.0945,0.608,74.438,4.0,british,4.799333333333333
Peppa Pig,Peppa's Adventures: The Album,Birdy Birdy Woof Woof,47.0,119003.0,False,0.805,0.619,4.0,-7.224,1.0,0.0636,0.782,0.0,0.769,0.961,174.111,4.0,british,1.9833833333333333
Leona Lewis,Spirit,Run,62.0,314720.0,False,0.285,0.462,5.0,-6.166,0.0,0.0291,0.428,5.61e-06,0.122,0.0923,142.365,4.0,british,5.245333333333333
Ralph McTell,Spiral Staircase (Expanded Edition),Streets of London,19.0,248586.0,False,0.396,0.295,4.0,-15.126,1.0,0.0343,0.625,7.6e-05,0.0989,0.187,155.531,4.0,british,4.1431
Amy Winehouse,Back To Black (Deluxe Edition),He Can Only Hold Her,65.0,166400.0,False,0.626,0.504,11.0,-14.978,1.0,0.073,0.021,0.00843,0.0684,0.713,98.391,4.0,british,2.7733333333333334
James Hunter,The Hard Way,Tell Her,30.0,204960.0,False,0.728,0.468,7.0,-9.2,1.0,0.0313,0.692,5.09e-06,0.149,0.734,113.155,4.0,british,3.416
YUNGBLUD,Time In A Bottle (From Fast & Furious Presents: Hobbs & Shaw),Time In A Bottle - From Fast & Furious Presents: Hobbs & Shaw,44.0,275859.0,False,0.307,0.455,2.0,-12.315,1.0,0.0356,0.0379,1.05e-06,0.612,0.251,138.411,3.0,british,4.59765
The Beatles,Revolver (Remastered),Taxman - Remastered 2009,58.0,158853.0,False,0.469,0.596,7.0,-8.348,1.0,0.0749,0.0101,0.0,0.321,0.783,133.586,4.0,british,2.64755
The Seekers,The Seekers,I'll Never Find Another You,55.0,162320.0,False,0.567,0.672,10.0,-7.666,1.0,0.0336,0.75,0.0837,0.367,0.79,126.509,4.0,british,2.7053333333333334
Michael Nyman,The Piano: Music From The Motion Picture,The Heart Asks Pleasure First,57.0,96560.0,False,0.166,0.263,9.0,-18.907,0.0,0.0357,0.972,0.92,0.124,0.41,177.408,3.0,british,1.6093333333333333
Joss Stone,The Best Of Joss Stone 2003 - 2009,Super Duper Love,31.0,260066.0,False,0.693,0.771,11.0,-3.647,0.0,0.149,0.0199,0.0,0.138,0.671,187.923,4.0,british,4.334433333333333
Peter Sarstedt,The Lost Album,Where Do You Go To (My Lovely) - Re-Recorded,56.0,287720.0,False,0.558,0.444,2.0,-7.549,0.0,0.0345,0.286,6.56e-05,0.121,0.444,182.583,3.0,british,4.795333333333334
The Rolling Stones,Flashpoint,Ruby Tuesday - Live / Remastered 2009,30.0,213466.0,False,0.446,0.878,0.0,-4.238,1.0,0.0469,0.704,0.00153,0.99,0.435,107.843,4.0,british,3.5577666666666667
Rupert Gregson-Williams,Wonder Woman (Original Motion Picture Soundtrack),Wonder Woman's Wrath,46.0,246480.0,False,0.171,0.632,9.0,-12.915,1.0,0.0568,0.0864,0.785,0.123,0.0379,158.297,1.0,british,4.108
Whitesnake,Whitesnake (30th Anniversary Super Deluxe Edition),Here I Go Again - Radio Mix,59.0,232133.0,False,0.48,0.887,7.0,-4.91,1.0,0.0319,0.147,0.00011,0.33,0.69,92.971,4.0,british,3.8688833333333332
Show Of Hands,Roots - The Best of Show of Hands (Digital-Only Bonus Version),Cousin Jack,29.0,410693.0,False,0.323,0.613,4.0,-8.605,0.0,0.0293,0.204,0.0,0.884,0.29,147.54,3.0,british,6.844883333333334
Bombay Bicycle Club,I Had The Blues But I Shook Them Loose,Always Like This,64.0,245640.0,False,0.659,0.591,1.0,-6.713,1.0,0.0313,0.441,0.000861,0.0862,0.707,121.14,4.0,british,4.094
Wishbone Ash,Sweet Home Alabama,Ships In The Sky,0.0,179666.0,False,0.419,0.289,7.0,-12.532,0.0,0.0283,0.134,0.000757,0.174,0.236,143.901,3.0,british,2.9944333333333333
Wishbone Ash,Best 70s Rock Tunes,Ships In The Sky,0.0,179666.0,False,0.419,0.289,7.0,-12.532,0.0,0.0283,0.134,0.000757,0.174,0.236,143.901,3.0,british,2.9944333333333333
Wishbone Ash,Best 70s Rock Tunes,Ships In The Sky,0.0,179666.0,False,0.419,0.289,7.0,-12.532,0.0,0.0283,0.134,0.000757,0.174,0.236,143.901,3.0,british,2.9944333333333333
Manfred Mann's Earth Band;The Disco Boys,Lone Arranger (Deluxe Edition),I Came for You,35.0,194040.0,False,0.557,0.742,5.0,-8.056,1.0,0.0665,0.11,1.07e-05,0.291,0.253,127.986,4.0,british,3.234
Samm Henshaw,Broke,Broke,60.0,207722.0,False,0.751,0.684,1.0,-4.325,1.0,0.303,0.433,5.92e-06,0.18,0.864,89.984,4.0,british,3.4620333333333333
Craig David,Born to Do It,Fill Me In,63.0,257200.0,False,0.682,0.744,8.0,-6.981,1.0,0.0365,0.376,0.00951,0.06,0.827,132.493,4.0,british,4.286666666666667
Sade,The Best of Sade,Hang on to Your Love,62.0,270466.0,False,0.846,0.703,0.0,-5.76,1.0,0.0301,0.147,1.21e-05,0.071,0.964,107.767,4.0,british,4.507766666666667
Dominic Lewis,Bullet Train (Original Motion Picture Score),Kyoto Eki,38.0,98693.0,False,0.387,0.506,5.0,-14.42,0.0,0.0348,0.00907,0.935,0.124,0.331,139.919,4.0,british,1.6448833333333333
Sade,Love Deluxe,Cherish the Day,60.0,332133.0,False,0.68,0.389,8.0,-13.239,1.0,0.0545,0.0121,0.0834,0.105,0.68,80.145,4.0,british,5.53555
Lorne Balfe,Mission: Impossible - Fallout (Music from the Motion Picture),Stairs and Rooftops,37.0,360400.0,False,0.486,0.617,1.0,-13.988,1.0,0.104,0.29,0.885,0.118,0.137,154.976,4.0,british,6.006666666666667
Harry Gregson-Williams,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe (Original Motion Picture Soundtrack)",The Wardrobe,52.0,174893.0,False,0.0792,0.0391,1.0,-26.401,0.0,0.0397,0.891,0.839,0.113,0.0327,81.428,5.0,british,2.9148833333333335
Thomas & Friends,Thomas & Friends: All Star Tracks,Roll Call,52.0,75856.0,False,0.864,0.414,1.0,-11.933,0.0,0.0408,0.196,0.0,0.299,0.971,90.942,4.0,british,1.2642666666666666
Corinne Bailey Rae,Corinne Bailey Rae,Like A Star,62.0,243213.0,False,0.606,0.226,2.0,-10.617,0.0,0.0347,0.715,0.0001,0.35,0.142,122.711,4.0,british,4.05355
Celeste;MK,Stop This Flame (Celeste x MK),Stop This Flame - Celeste x MK,64.0,203946.0,False,0.692,0.846,8.0,-5.72,1.0,0.0559,0.0194,2.91e-05,0.324,0.827,124.007,4.0,british,3.3991
Patrick Doyle,Harry Potter And The Goblet Of Fire (Original Motion Picture Soundtrack),Harry in Winter,55.0,174440.0,False,0.175,0.248,11.0,-16.707,0.0,0.0423,0.559,0.966,0.189,0.0396,110.447,3.0,british,2.9073333333333333
Tom Rosenthal,Z-Sides,How Have You Been?,54.0,168388.0,False,0.376,0.0276,0.0,-15.103,1.0,0.0428,0.967,0.03,0.146,0.12,72.957,4.0,british,2.8064666666666667
Peppa Pig,My First Album,Super Potato's Theme,48.0,115503.0,False,0.761,0.76,4.0,-6.579,1.0,0.0558,0.628,0.0,0.315,0.826,132.105,4.0,british,1.92505
Tom Rosenthal,Hugging You,Hugging You,49.0,171586.0,False,0.57,0.304,8.0,-11.821,1.0,0.04,0.56,4.86e-06,0.121,0.295,106.105,4.0,british,2.859766666666667
Adele,19,Crazy For You,52.0,208040.0,False,0.707,0.139,7.0,-12.3,1.0,0.0507,0.91,0.0,0.105,0.323,85.868,3.0,british,3.4673333333333334
Billie Marten,Feeding Seahorses by Hand,She Dances,53.0,283393.0,False,0.679,0.122,4.0,-18.531,1.0,0.0444,0.965,0.00264,0.127,0.205,97.504,4.0,british,4.723216666666667
The Kinks,Classics (The Best of The Kinks),Sunny Afternoon - Mono Version,26.0,214592.0,False,0.578,0.59,0.0,-4.663,1.0,0.0257,0.135,0.0,0.076,0.43,123.081,4.0,british,3.5765333333333333
Ben Howard,The Burgh Island EP,Oats In The Water,57.0,299381.0,False,0.356,0.474,2.0,-9.41,0.0,0.0283,0.273,0.304,0.184,0.094,130.193,4.0,british,4.989683333333334
Alexi Murdoch,Towards The Sun,Some Day Soon,45.0,287800.0,False,0.593,0.554,4.0,-12.187,1.0,0.0286,0.931,0.888,0.0918,0.416,92.861,4.0,british,4.796666666666667
Michael Kiwanuka,Love & Hate,One More Night,61.0,233413.0,False,0.684,0.764,6.0,-5.342,0.0,0.0254,0.0129,0.000171,0.141,0.944,107.806,4.0,british,3.890216666666667
Gary Lightbody;Johnny McDaid,"This Is How You Walk On (From ""Gifted"")","This Is How You Walk On - From ""Gifted""",36.0,246186.0,False,0.384,0.408,9.0,-9.064,1.0,0.0278,0.263,0.000352,0.127,0.292,79.463,4.0,british,4.1031
Adele,19,Cold Shoulder,52.0,191866.0,False,0.65,0.82,0.0,-5.344,1.0,0.047,0.00217,0.0,0.133,0.35,109.955,4.0,british,3.197766666666667
The Beatles,Please Please Me (Remastered),Do You Want To Know A Secret - Remastered 2009,60.0,117013.0,False,0.673,0.349,4.0,-12.414,1.0,0.0368,0.608,0.0,0.38,0.609,124.451,4.0,british,1.9502166666666667
The Kinks,The Anthology 1964 - 1971,Strangers (Remastered),29.0,197853.0,False,0.476,0.369,0.0,-10.607,1.0,0.0326,0.087,0.0,0.0835,0.532,128.108,4.0,british,3.29755
Whitesnake,Whitesnake's Greatest Hits,Here I Go Again,58.0,232800.0,False,0.484,0.877,7.0,-5.434,1.0,0.0337,0.151,0.00017,0.14,0.687,92.975,4.0,british,3.88
Joss Stone,The Best Of Joss Stone 2003 - 2009,Spoiled,30.0,243640.0,False,0.429,0.586,2.0,-6.772,1.0,0.0617,0.528,0.0,0.1,0.29,110.133,3.0,british,4.060666666666667
Keaton Henson,Dear,Small Hands,52.0,180693.0,False,0.649,0.525,5.0,-7.551,0.0,0.0347,0.912,0.000111,0.121,0.603,97.808,4.0,british,3.01155
The Animals,Most of the Animals,House of the Rising Sun,64.0,269906.0,False,0.316,0.484,9.0,-9.11,0.0,0.0308,0.000334,0.00445,0.0912,0.299,117.363,3.0,british,4.498433333333334
Joss Stone,The Best Of Joss Stone 2003 - 2009,Don't Cha Wanna Ride,30.0,213000.0,False,0.585,0.853,2.0,-6.053,1.0,0.213,0.132,0.0,0.856,0.697,90.552,4.0,british,3.55
The Beatles,Abbey Road (Remastered),You Never Give Me Your Money - Remastered 2009,58.0,242973.0,False,0.335,0.416,0.0,-11.051,1.0,0.0348,0.345,0.136,0.116,0.223,174.464,3.0,british,4.04955
Charlie Cunningham,Lines,You Sigh,60.0,178826.0,False,0.629,0.451,6.0,-9.974,1.0,0.0284,0.852,0.06,0.141,0.681,90.965,4.0,british,2.9804333333333335
Milburn,Send in the Boys,Send in the Boys,30.0,165560.0,False,0.284,0.953,2.0,-4.862,1.0,0.102,0.000838,0.017,0.339,0.789,171.382,4.0,british,2.759333333333333
The Beatles,The Beatles (Remastered),Happiness Is A Warm Gun - Remastered 2009,58.0,164546.0,False,0.431,0.54,9.0,-9.6,0.0,0.0589,0.523,1.34e-06,0.169,0.44,139.288,4.0,british,2.7424333333333335
Peter Sarstedt,Playlist: The Best Of Peter Sarstedt,Where Do You Go To (My Lovely),54.0,284706.0,False,0.408,0.436,0.0,-7.712,1.0,0.0345,0.805,1.72e-06,0.305,0.474,175.024,3.0,british,4.7451
Nick Drake,Pink Moon,From The Morning,58.0,150850.0,False,0.644,0.325,0.0,-11.056,1.0,0.036,0.869,0.0511,0.11,0.367,108.933,4.0,british,2.5141666666666667
The Beatles,Rubber Soul (Remastered),I'm Looking Through You - Remastered 2009,58.0,146386.0,False,0.667,0.498,1.0,-11.027,1.0,0.0364,0.00772,0.0,0.0481,0.774,85.843,4.0,british,2.439766666666667
Yusuf / Cat Stevens,Teaser And The Firecat (Remastered 2021),Moonshadow - Remastered 2021,61.0,168120.0,False,0.636,0.373,2.0,-9.062,1.0,0.0289,0.56,2.94e-06,0.0864,0.548,130.618,4.0,british,2.802
Rory Gallagher,Top Priority (Remastered 2017),Bad Penny,60.0,245377.0,False,0.252,0.729,2.0,-10.022,0.0,0.0646,0.0974,0.00881,0.045,0.689,199.738,4.0,british,4.089616666666666
Richard Hawley,Lady's Bridge,Tonight the Streets Are Ours,49.0,222506.0,False,0.532,0.686,5.0,-9.041,1.0,0.0278,0.00142,0.0,0.144,0.743,132.031,4.0,british,3.7084333333333332
Eric Burdon,The Curse Of Hobbes House The Ultimate Fantasy Playlist,We Gotta Get Out Of This Place,0.0,208693.0,False,0.585,0.633,7.0,-8.007,1.0,0.0338,0.521,0.0,0.101,0.781,135.111,4.0,british,3.4782166666666665
Eric Burdon,Dune 2 - The Complete Fantasy Playlist,We Gotta Get Out Of This Place,0.0,208693.0,False,0.585,0.633,7.0,-8.007,1.0,0.0338,0.521,0.0,0.101,0.781,135.111,4.0,british,3.4782166666666665
Eric Burdon,Apex - The Complete Fantasy Playlist,We Gotta Get Out Of This Place,0.0,208693.0,False,0.585,0.633,7.0,-8.007,1.0,0.0338,0.521,0.0,0.101,0.781,135.111,4.0,british,3.4782166666666665
Eric Burdon,Synchronic The Ultimate Fantasy Playlist,Don't Let Me Be Misunderstood,0.0,157360.0,False,0.673,0.712,11.0,-7.858,0.0,0.0273,0.159,0.0,0.183,0.912,113.061,4.0,british,2.6226666666666665
Eric Burdon,Love Between Fairy And Devil The Ultimate Fantasy Playlist,Don't Let Me Be Misunderstood,0.0,157360.0,False,0.673,0.712,11.0,-7.858,0.0,0.0273,0.159,0.0,0.183,0.912,113.061,4.0,british,2.6226666666666665
Eric Burdon,Remnant From The Ashes The Ultimate Fantasy Playlist,Don't Let Me Be Misunderstood,0.0,157360.0,False,0.673,0.712,11.0,-7.858,0.0,0.0273,0.159,0.0,0.183,0.912,113.061,4.0,british,2.6226666666666665
Eric Burdon,Biomutant Martial Combat The Ultimate Fantasy Playlist,Don't Let Me Be Misunderstood,0.0,157360.0,False,0.673,0.712,11.0,-7.858,0.0,0.0273,0.159,0.0,0.183,0.912,113.061,4.0,british,2.6226666666666665
Eric Burdon,East New York The Ultimate Fantasy Playlist,Don't Let Me Be Misunderstood,0.0,157360.0,False,0.673,0.712,11.0,-7.858,0.0,0.0273,0.159,0.0,0.183,0.912,113.061,4.0,british,2.6226666666666665
Eric Burdon,Treasures Of The Aegean The Ultimate Fantasy Playlist,Don't Let Me Be Misunderstood,0.0,157360.0,False,0.673,0.712,11.0,-7.858,0.0,0.0273,0.159,0.0,0.183,0.912,113.061,4.0,british,2.6226666666666665
Eric Burdon,Heliborne The Ultimate Fantasy Playlist,Don't Let Me Be Misunderstood,0.0,157360.0,False,0.673,0.712,11.0,-7.858,0.0,0.0273,0.159,0.0,0.183,0.912,113.061,4.0,british,2.6226666666666665
Eric Burdon,Disciples Liberation The Ultimate Fantasy Playlist,Don't Let Me Be Misunderstood,0.0,157360.0,False,0.673,0.712,11.0,-7.858,0.0,0.0273,0.159,0.0,0.183,0.912,113.061,4.0,british,2.6226666666666665
John Powell,Ice Age: The Meltdown (Original Motion Picture Soundtrack),"Goodnight Sweet Possums - From ""Ice Age The Meltdown""",55.0,48466.0,False,0.161,0.0459,6.0,-29.584,0.0,0.0372,0.678,0.00584,0.148,0.152,70.074,3.0,british,0.8077666666666666
Simply Red,Sunrise European Single,Sunrise,57.0,200173.0,False,0.788,0.728,5.0,-5.123,0.0,0.0295,0.00325,0.23,0.0979,0.936,105.983,4.0,british,3.3362166666666666
Michael Kiwanuka;Tom Misch,Money,Money (with Tom Misch),57.0,291568.0,False,0.774,0.419,4.0,-9.649,0.0,0.0758,0.539,0.0698,0.029,0.644,118.008,4.0,british,4.859466666666667
Clint Mansell;Kronos Quartet,Requiem for a Dream / OST,Summer Overture,44.0,155266.0,False,0.43,0.232,5.0,-13.059,1.0,0.0399,0.93,0.872,0.122,0.0424,66.953,4.0,british,2.5877666666666665
Penny Jayne Black,Early Works,Fire in My Belly,28.0,166944.0,False,0.594,0.67,2.0,-5.501,0.0,0.0261,0.0855,0.0,0.359,0.424,87.041,4.0,british,2.7824
YUNGBLUD,13 Reasons Why (Season 2),Tin Pan Boy,33.0,191893.0,False,0.386,0.749,2.0,-6.734,1.0,0.115,1.92e-05,6.98e-06,0.334,0.517,184.092,4.0,british,3.1982166666666667
Soul II Soul;Caron Wheeler,Keep On Movin',Back To Life,66.0,228266.0,False,0.817,0.484,7.0,-11.659,1.0,0.143,0.0515,0.000213,0.0391,0.671,100.978,4.0,british,3.8044333333333333
Sam Brown;Pete Brown,Stop!,Stop,39.0,295906.0,False,0.326,0.3,9.0,-13.671,1.0,0.0454,0.443,0.0,0.139,0.391,185.63,3.0,british,4.931766666666666
Adele,Rolling in the Deep,Rolling in the Deep - Acapella,49.0,236777.0,False,0.736,0.142,7.0,-16.603,0.0,0.0385,0.771,0.0,0.0735,0.476,105.034,4.0,british,3.946283333333333
YUNGBLUD,YUNGBLUD,Mad,56.0,145488.0,False,0.453,0.878,7.0,-4.414,1.0,0.0898,0.00515,0.0,0.434,0.635,168.043,4.0,british,2.4248
Gary Moore,Ballads & Blues 1982-1994,One Day,51.0,240440.0,False,0.407,0.508,9.0,-9.213,0.0,0.0324,0.478,1.41e-06,0.18,0.459,79.583,4.0,british,4.007333333333333
Billie Marten,Writing of Blues and Yellows (Deluxe Version),Milk & Honey,52.0,238653.0,False,0.291,0.563,11.0,-9.12,0.0,0.0455,0.678,0.00431,0.11,0.457,81.467,4.0,british,3.97755
Peppa Pig,Peppa's Club,Peppa's Club,44.0,218839.0,False,0.882,0.731,0.0,-8.118,1.0,0.0712,0.209,0.0,0.0871,0.963,127.013,4.0,british,3.6473166666666668
Allman Brown,1000 Years,Ancient Light,41.0,244900.0,False,0.435,0.208,1.0,-15.75,0.0,0.0558,0.647,0.000921,0.147,0.189,69.027,4.0,british,4.081666666666667
Amy Winehouse,Lioness: Hidden Treasures,Will You Still Love Me Tomorrow? - 2011,61.0,262813.0,False,0.587,0.624,0.0,-4.657,1.0,0.025,0.161,0.000191,0.118,0.251,93.428,4.0,british,4.380216666666667
Paolo Nutini,Caustic Love,Better Man,56.0,329046.0,False,0.556,0.434,7.0,-9.548,1.0,0.0363,0.407,0.00545,0.104,0.505,147.507,4.0,british,5.4841
Donovan,Sunshine Superman,Season of the Witch,65.0,293933.0,False,0.516,0.513,2.0,-10.762,1.0,0.0288,0.159,0.00957,0.0612,0.694,99.735,4.0,british,4.898883333333333
The Beatles,The Beatles (Remastered),Julia - Remastered 2009,54.0,176666.0,False,0.512,0.0953,2.0,-16.082,1.0,0.0304,0.828,0.000268,0.117,0.193,134.706,4.0,british,2.9444333333333335
The Rolling Stones,Hot Rocks (1964-1971),Wild Horses,55.0,342586.0,False,0.435,0.295,7.0,-9.773,1.0,0.0264,0.774,0.0247,0.0769,0.15,141.293,4.0,british,5.709766666666667
Peppa Pig,Bestest Daddy In The World,Bestest Daddy In The World,44.0,199201.0,False,0.693,0.625,0.0,-7.489,1.0,0.0671,0.418,0.0,0.332,0.78,175.815,4.0,british,3.3200166666666666
Peppa Pig,Feeling Calm,Feeling Calm,34.0,229467.0,False,0.607,0.16,3.0,-13.149,1.0,0.0383,0.905,1.52e-05,0.109,0.351,88.994,4.0,british,3.82445
Henry Jackman,Captain America: The Winter Soldier (Original Motion Picture Soundtrack),The Winter Soldier,42.0,384666.0,False,0.252,0.378,1.0,-15.31,1.0,0.0393,0.00405,0.939,0.469,0.0351,114.955,4.0,british,6.4111
Henry Jackman,X-MEN: FIRST CLASS,Magneto,41.0,112760.0,False,0.52,0.803,8.0,-8.512,1.0,0.0806,0.17,0.857,0.0888,0.054,84.978,4.0,british,1.8793333333333333
Michael Kiwanuka,KIWANUKA,Solid Ground,54.0,233053.0,False,0.398,0.176,2.0,-8.68,0.0,0.0311,0.743,0.00509,0.118,0.0691,139.941,4.0,british,3.8842166666666667
YUNGBLUD,YUNGBLUD,Don't Feel Like Feeling Sad Today,56.0,116483.0,False,0.531,0.904,0.0,-3.928,1.0,0.0447,0.00112,0.0,0.0704,0.597,94.976,3.0,british,1.9413833333333332
Alvin Lee,The Anthology,The Bluest Blues,40.0,446240.0,False,0.299,0.478,9.0,-6.205,0.0,0.0268,0.501,0.293,0.0781,0.239,149.748,4.0,british,7.437333333333333
The Beatles,Let It Be (Remastered),I've Got A Feeling - Remastered 2009,57.0,217560.0,False,0.44,0.609,2.0,-8.824,1.0,0.0358,0.0715,0.0,0.582,0.364,165.156,4.0,british,3.626
The Beatles,Revolver (Remastered),Tomorrow Never Knows - Remastered 2009,57.0,179546.0,False,0.38,0.829,5.0,-6.105,1.0,0.0405,8.4e-05,0.00208,0.342,0.0534,125.887,4.0,british,2.9924333333333335
Paloma Faith,Do You Want the Truth or Something Beautiful?,Upside Down,56.0,189186.0,False,0.618,0.842,9.0,-4.384,0.0,0.0772,0.0452,0.000216,0.0737,0.734,175.989,4.0,british,3.1531
DragonForce,Sonic Firestorm,Soldiers Of The Wastelands,52.0,587160.0,False,0.164,0.955,11.0,-6.34,0.0,0.125,5.33e-05,0.00189,0.071,0.146,199.955,4.0,british,9.786
Adele;The Raconteurs,19,Many Shades Of Black - Performed by The Raconteurs and Adele,52.0,268093.0,False,0.409,0.71,7.0,-4.918,0.0,0.0325,0.00323,0.0,0.116,0.438,95.248,3.0,british,4.468216666666667
Alexi Murdoch,Four Songs,Song For You,51.0,257160.0,False,0.501,0.104,4.0,-25.111,1.0,0.0355,0.872,0.00298,0.116,0.302,154.798,4.0,british,4.286
Nick Mulvey,Wake Up Now,Mountain To Move,60.0,236280.0,False,0.662,0.947,7.0,-6.409,1.0,0.0517,0.431,0.007,0.0974,0.31,110.006,4.0,british,3.938
