artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,duration_min
Calle 13,Entren Los Que Quieran,Muerte En Hawaii,71.0,189866.0,False,0.675,0.588,3.0,-7.168,1.0,0.177,0.789,0.0,0.95,0.879,79.989,4.0,afrobeat,3.164433333333333
The Bamboos,Hard Up (Deluxe Version),Hard Up,12.0,255227.0,False,0.782,0.922,11.0,-4.028,0.0,0.0497,0.00655,0.0118,0.0728,0.761,104.015,4.0,afrobeat,4.253783333333334
Kutiman;Doctor Flake,Maasai (Doctor Flake Remix),Maasai - Doctor Flake Remix,43.0,470837.0,False,0.648,0.874,6.0,-5.851,0.0,0.0342,0.0104,0.932,0.107,0.339,101.994,4.0,afrobeat,7.847283333333333
William Onyeabor,World Psychedelic Classics 5: Who Is William Onyeabor?,Fantastic Man,45.0,386160.0,False,0.7,0.756,2.0,-10.714,1.0,0.0575,0.00182,0.711,0.0575,0.944,114.28,4.0,afrobeat,6.436
Menahan Street Band;Saundra Williams,There's a New Day Coming / Tommy Don't,There's a New Day Coming,55.0,143120.0,False,0.382,0.507,2.0,-8.179,1.0,0.0323,0.787,0.0124,0.235,0.494,135.787,4.0,afrobeat,2.3853333333333335
TJ Cream;Ozoro,Hard Talk,Sticks & Stones,23.0,159008.0,False,0.678,0.634,5.0,-6.606,0.0,0.274,0.656,0.0,0.31,0.574,159.682,4.0,afrobeat,2.6501333333333332
Manu Dibango,Manu Dibango Anthology,Soul Makossa,49.0,264306.0,False,0.831,0.835,0.0,-3.768,1.0,0.142,0.128,0.00227,0.134,0.8,114.997,4.0,afrobeat,4.4051
Thiago França,A Espetacular Charanga do França,Raggaxixe,23.0,146813.0,False,0.72,0.73,5.0,-6.385,0.0,0.0814,0.28,0.276,0.0392,0.773,93.414,4.0,afrobeat,2.4468833333333335
Sarah Téibo,Keep Walking,Lead the Way,22.0,240680.0,False,0.729,0.807,7.0,-5.803,1.0,0.0916,0.117,2.93e-05,0.072,0.488,98.969,4.0,afrobeat,4.011333333333333
Thiago França,Na Gafieira,Um samba pra John Coltrane,23.0,100146.0,False,0.701,0.715,10.0,-7.829,0.0,0.0451,0.313,0.958,0.0418,0.774,139.733,4.0,afrobeat,1.6691
Nathanael,Chances,24/7,23.0,173871.0,False,0.337,0.623,6.0,-5.735,0.0,0.182,0.162,0.0,0.0817,0.461,56.499,5.0,afrobeat,2.89785
Voilaaa;Pat Kalla,Des Promesses,Pour la vie,22.0,286876.0,False,0.863,0.687,2.0,-9.997,1.0,0.16,0.0575,6.84e-05,0.0472,0.77,133.901,4.0,afrobeat,4.781266666666666
Big Ty;Markis,Le king m'a validé,Le king m'a validé,22.0,237599.0,False,0.662,0.93,6.0,-7.483,1.0,0.0378,0.176,0.0,0.112,0.954,125.014,4.0,afrobeat,3.959983333333333
The Poets Of Rhythm,Practice What You Preach,More Mess on My Thing,57.0,252000.0,False,0.542,0.869,0.0,-6.18,1.0,0.0954,0.225,0.891,0.0453,0.962,190.509,4.0,afrobeat,4.2
Mulatu Astatke,New York - Addis - London: The Story of Ethio Jazz 1965-1975,Yègellé Tezeta,51.0,194293.0,False,0.839,0.233,3.0,-13.539,1.0,0.0413,0.745,0.747,0.105,0.777,125.597,4.0,afrobeat,3.2382166666666667
Timoneki,Timoneki,Mictlán,23.0,276970.0,False,0.518,0.649,0.0,-7.188,1.0,0.045,0.112,0.162,0.191,0.683,180.202,3.0,afrobeat,4.6161666666666665
Sarah Téibo;Fred Hammond,Keep Walking,Like a Child - Remix,23.0,186648.0,False,0.711,0.811,2.0,-5.59,1.0,0.127,0.122,7.09e-06,0.0775,0.417,100.065,4.0,afrobeat,3.1108
Morbo y Mambo;Andres Nusser,Muta,Plan de Vuelo,22.0,211500.0,False,0.647,0.688,11.0,-8.47,1.0,0.0308,0.0145,0.077,0.0998,0.395,123.996,4.0,afrobeat,3.525
Voilaaa;Hawa;Fouley Badiaga,On te l'avait dit,Vampires,21.0,301259.0,False,0.879,0.731,1.0,-9.609,1.0,0.0715,0.0584,0.455,0.0595,0.945,119.997,4.0,afrobeat,5.020983333333334
Los Amigos Invisibles,Arepa 3000,Si Estuvieras Aquí,25.0,251413.0,False,0.693,0.569,9.0,-9.466,0.0,0.0303,0.62,0.857,0.157,0.626,130.011,4.0,afrobeat,4.190216666666666
Afrocidade,Vivão,Vivão (vinheta),22.0,69942.0,False,0.483,0.887,0.0,-8.489,0.0,0.924,0.977,0.000231,0.292,0.613,74.325,4.0,afrobeat,1.1657
QUITAPENAS,QUITAPENAS,Guayabo,21.0,181655.0,False,0.589,0.827,5.0,-6.01,1.0,0.0337,0.0239,0.154,0.174,0.911,117.74,4.0,afrobeat,3.0275833333333333
Son Palenque;Cerrero;El León Pardo,Adiós Batata (Cerrero Dub Mix),Adiós Batata - Cerrero Dub Mix,24.0,407295.0,False,0.625,0.703,9.0,-5.571,0.0,0.132,0.172,0.00493,0.174,0.487,114.113,4.0,afrobeat,6.78825
The Bamboos;Washington,The Best of the Tru Thoughts Years,The Wilhelm Scream,23.0,268040.0,False,0.566,0.621,7.0,-5.62,1.0,0.0263,0.00773,0.0323,0.257,0.402,150.033,4.0,afrobeat,4.467333333333333
Ikebe Shakedown,Ikebe Shakedown,Tujunga,22.0,201013.0,False,0.683,0.83,5.0,-5.994,0.0,0.0504,0.54,0.629,0.0595,0.883,127.237,4.0,afrobeat,3.350216666666667
Nosa,We Mauve,Why You Love Me,0.0,216071.0,False,0.503,0.886,2.0,-5.085,1.0,0.101,0.0251,8.98e-05,0.304,0.587,133.931,4.0,afrobeat,3.601183333333333
The Mighty Imperials,Thunder Chicken,Cold Sweat,23.0,321160.0,False,0.537,0.619,7.0,-11.404,1.0,0.0339,0.101,0.887,0.582,0.897,119.222,4.0,afrobeat,5.352666666666667
The Poets Of Rhythm,Discern / Define,Ham Gallery,23.0,201400.0,False,0.781,0.848,7.0,-9.61,1.0,0.0898,0.0276,0.767,0.0472,0.641,109.49,4.0,afrobeat,3.3566666666666665
Jorge Drexler,Vaivén,Cerca del mar,23.0,222040.0,False,0.749,0.391,7.0,-16.177,1.0,0.0767,0.603,3.66e-06,0.116,0.351,96.035,4.0,afrobeat,3.7006666666666668
Metá Metá,MetaL MetaL,Oya,23.0,323291.0,False,0.44,0.742,4.0,-5.234,0.0,0.124,0.227,0.000159,0.399,0.368,129.169,3.0,afrobeat,5.388183333333333
Criolo,Espiral de Ilusão - Deluxe Edition,Hora da Decisão,22.0,248520.0,False,0.742,0.577,9.0,-6.253,0.0,0.0434,0.669,1.02e-06,0.117,0.704,144.011,4.0,afrobeat,4.142
The Bongo Hop;Nidia Gongora,"Satingarona, Pt. 2",La Carga,22.0,361160.0,False,0.738,0.709,8.0,-6.431,1.0,0.0478,0.00267,0.0196,0.135,0.851,104.987,4.0,afrobeat,6.019333333333333
Criolo,Espiral de Ilusão - Deluxe Edition,Filha do Maneco,22.0,105360.0,False,0.666,0.528,0.0,-6.618,1.0,0.082,0.752,1.02e-05,0.0897,0.532,133.916,5.0,afrobeat,1.756
Voilaaa;Pat Kalla,Water No Get Enemy,Water No Get Enemy,22.0,302341.0,False,0.886,0.646,5.0,-11.349,0.0,0.0825,0.00475,0.0215,0.0615,0.936,125.007,4.0,afrobeat,5.039016666666667
Mandrill,Mandrill Is,Lord Of The Golden Baboon,23.0,214306.0,False,0.571,0.845,7.0,-6.674,1.0,0.0837,0.0484,0.734,0.139,0.586,128.627,4.0,afrobeat,3.5717666666666665
Criolo,Espiral de Ilusão - Deluxe Edition,Calçada,22.0,206760.0,False,0.815,0.768,5.0,-5.136,1.0,0.091,0.731,0.0,0.0877,0.76,111.077,4.0,afrobeat,3.446
BaianaSystem,OXEAXEEXU,Barbatana,24.0,142226.0,False,0.558,0.778,0.0,-6.747,1.0,0.0304,0.000658,0.663,0.134,0.385,131.049,4.0,afrobeat,2.370433333333333
Plastilina Mosh,Tasty + B Sides,Kinkinzazo,25.0,206093.0,True,0.688,0.948,1.0,-4.961,1.0,0.074,0.0334,0.0,0.307,0.957,126.703,4.0,afrobeat,3.4348833333333335
Juanafé,Afrorumba Chilenera,Chinchín,23.0,237180.0,False,0.665,0.792,5.0,-4.255,0.0,0.0521,0.317,0.0,0.279,0.945,121.831,4.0,afrobeat,3.953
Jorge Drexler,Cara B,Club Tonight - Cara B,23.0,271080.0,False,0.677,0.268,7.0,-20.8,1.0,0.22,0.817,0.152,0.694,0.62,151.64,4.0,afrobeat,4.518
Los Amigos Invisibles,Commercial,Plastic Woman,25.0,205520.0,False,0.875,0.684,0.0,-6.257,1.0,0.0607,0.0284,3.55e-05,0.206,0.926,115.031,4.0,afrobeat,3.425333333333333
Orquestra Brasileira de Música Jamaicana,Obmjazz (Ao Vivo Na Casa De Francisca),Take 5 - Ao Vivo Na Casa De Francisca,23.0,431640.0,False,0.734,0.444,0.0,-10.782,0.0,0.0523,0.489,0.941,0.626,0.624,136.305,4.0,afrobeat,7.194
Abayomy Afrobeat Orquestra;Otto,Abra Sua Cabeça,Mundo Sem Memória,20.0,256000.0,False,0.697,0.878,9.0,-7.686,0.0,0.0601,0.0557,0.000552,0.0918,0.751,102.012,4.0,afrobeat,4.266666666666667
Wganda Kenya,Palenque Palenque: Champeta Criolla & Afro Roots in Colombia 1975-91,El Lobo,23.0,182493.0,False,0.528,0.862,8.0,-7.348,1.0,0.0349,0.182,0.000103,0.0421,0.844,110.192,4.0,afrobeat,3.04155
Samuca e a Selva,Madurar,Afobado Peito Altivo,22.0,361001.0,False,0.424,0.754,4.0,-6.66,0.0,0.0327,0.0799,1.27e-06,0.105,0.883,100.955,4.0,afrobeat,6.016683333333333
BaianaSystem;Thiago França,OXEAXEEXU,Reza Frevo,22.0,96524.0,False,0.454,0.98,2.0,-7.526,0.0,0.382,0.0972,0.979,0.115,0.348,161.12,4.0,afrobeat,1.6087333333333333
BaianaSystem,OXEAXEEXU,Monopólio,25.0,197600.0,False,0.532,0.93,5.0,-5.064,1.0,0.0966,0.0136,0.000119,0.496,0.785,169.997,4.0,afrobeat,3.2933333333333334
Mandrill,Le monde de demain (Bande originale de la série),Can You Get It,7.0,427160.0,False,0.858,0.912,0.0,-8.237,1.0,0.0622,0.173,0.0254,0.0448,0.798,122.496,4.0,afrobeat,7.1193333333333335
Jorge Drexler,Frontera,El sur del sur,23.0,225933.0,False,0.695,0.385,2.0,-12.691,1.0,0.0309,0.509,0.0172,0.0709,0.26,120.149,4.0,afrobeat,3.76555
Limoblaze;Ada Ehi,Okay,Okay,40.0,155468.0,False,0.787,0.751,6.0,-5.288,1.0,0.0621,0.394,0.000193,0.11,0.834,105.003,4.0,afrobeat,2.5911333333333335
Osibisa,The Very Best Of,Dance the Body Music,27.0,229480.0,False,0.731,0.831,5.0,-7.615,0.0,0.0366,0.0132,0.000148,0.0338,0.973,120.919,4.0,afrobeat,3.824666666666667
Nero X,Yawa Dey,Yawa Dey,38.0,260220.0,False,0.858,0.634,9.0,-5.085,1.0,0.0498,0.406,0.0,0.0697,0.824,105.018,4.0,afrobeat,4.337
Ikebe Shakedown,The Beast / Road Song,Road Song,51.0,180226.0,False,0.63,0.735,2.0,-7.682,0.0,0.0346,0.464,0.8,0.0817,0.727,106.589,4.0,afrobeat,3.0037666666666665
TJ Cream;Marko,Wisdom Seeker,"Hard Talk, Pt. 2",21.0,131395.0,False,0.71,0.615,1.0,-7.143,1.0,0.24,0.0207,9.14e-05,0.428,0.605,95.0,4.0,afrobeat,2.1899166666666665
Angeloh;S.O,I Do It,I Do It,21.0,255122.0,False,0.699,0.493,7.0,-8.809,1.0,0.227,0.0737,2.39e-05,0.0669,0.528,140.029,4.0,afrobeat,4.252033333333333
Lijadu Sisters,Horizon Unlimited,Come on Home,45.0,318785.0,False,0.537,0.501,7.0,-11.22,1.0,0.093,0.0684,0.00366,0.0753,0.914,93.849,4.0,afrobeat,5.313083333333333
Ali Farka Touré;Toumani Diabaté,In the Heart of the Moon,Monsieur le Maire de Niafunké,12.0,238906.0,False,0.589,0.427,5.0,-13.527,1.0,0.0295,0.804,0.905,0.124,0.376,99.648,4.0,afrobeat,3.9817666666666667
Mulatu Astatke,New York - Addis - London: The Story of Ethio Jazz 1965-1975,Tezeta,49.0,368539.0,False,0.549,0.254,10.0,-14.48,1.0,0.0416,0.962,0.931,0.0994,0.541,81.484,3.0,afrobeat,6.142316666666667
Ali Farka Touré,Talking Timbuktu (with Ry Cooder),Soukora (with Ry Cooder),12.0,365173.0,False,0.431,0.328,3.0,-17.312,1.0,0.0327,0.503,0.00107,0.347,0.695,90.316,4.0,afrobeat,6.086216666666667
Brownout,Homenage,Brown Wind and Fire,22.0,181520.0,False,0.594,0.614,0.0,-10.175,0.0,0.0553,0.00298,0.712,0.0739,0.825,159.94,4.0,afrobeat,3.025333333333333
QUITAPENAS,QUITAPENAS,Valle Moreno,21.0,219768.0,False,0.534,0.847,6.0,-8.527,0.0,0.0842,0.316,0.436,0.101,0.852,119.205,3.0,afrobeat,3.6628
